id,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,label
22634,1,12,2,1,2,7,1,6,3,8,0
22635,1,10,1,8,4,6,3,6,2,7,1
22636,4,4,2,10,4,1,1,3,4,8,0
22637,2,9,2,3,1,1,4,7,3,7,1
22638,2,1,3,5,2,9,3,1,2,8,1
22639,3,8,1,5,1,7,4,12,1,6,0
22640,3,8,2,6,1,4,1,1,1,12,0
22641,3,5,2,2,4,13,3,7,3,3,0
22642,3,8,1,8,2,7,1,1,1,4,1
22643,1,5,1,7,1,8,2,1,2,5,1
22644,1,12,3,10,4,10,2,1,4,4,1
22645,3,10,4,12,1,1,2,2,3,11,0
22646,3,2,1,6,2,9,1,3,1,8,0
22647,3,8,1,12,2,2,1,9,4,8,1
22648,4,2,2,11,2,3,3,1,4,4,0
22649,2,3,1,9,2,6,2,11,2,7,0
22650,4,13,2,13,1,4,1,7,4,7,2
22651,4,6,1,1,4,13,4,11,3,10,0
22652,3,8,1,8,1,12,3,9,4,9,2
22653,2,12,1,2,2,3,2,1,4,13,0
22654,4,9,1,6,1,3,3,4,4,3,1
22655,1,9,1,10,2,7,2,10,2,2,1
22656,3,9,4,8,3,1,1,11,1,4,0
22657,2,2,1,13,2,4,2,13,1,11,1
22658,2,2,2,8,3,7,2,13,1,11,0
22659,2,5,3,4,3,10,4,11,4,6,0
22660,3,11,3,8,1,5,2,1,4,13,0
22661,2,9,3,10,3,6,1,11,1,8,0
22662,4,9,3,6,4,2,1,5,1,8,0
22663,4,1,2,11,3,6,1,2,4,3,0
22664,4,2,3,8,1,9,2,7,2,1,0
22665,3,12,3,9,1,4,4,9,2,1,1
22666,2,7,1,5,3,12,1,11,1,9,0
22667,1,9,2,5,1,6,4,11,1,8,0
22668,2,5,4,3,4,1,2,12,4,12,1
22669,4,1,3,1,1,12,1,9,3,3,1
22670,1,9,4,4,4,2,1,12,2,6,0
22671,4,7,2,3,4,12,3,5,1,3,1
22672,3,9,2,4,1,11,2,12,1,1,0
22673,3,4,2,13,4,11,4,9,2,1,0
22674,4,13,4,2,3,4,2,5,4,9,0
22675,1,7,2,12,2,4,4,5,3,3,0
22676,4,5,3,2,2,12,1,7,2,9,0
22677,1,13,4,8,4,5,1,7,2,4,0
22678,4,10,3,10,3,11,2,12,4,3,1
22679,2,2,1,2,4,1,2,9,1,1,2
22680,4,5,1,4,3,6,2,11,3,9,0
22681,4,11,2,3,1,9,3,13,3,6,0
22682,3,4,2,3,3,11,1,6,3,12,0
22683,4,3,4,5,3,7,2,4,1,3,1
22684,4,1,4,8,2,12,4,2,1,3,0
22685,4,12,4,5,3,3,4,4,4,1,0
22686,1,3,1,4,2,2,1,10,1,1,0
22687,3,13,4,11,3,12,3,7,2,11,1
22688,2,8,1,7,3,11,1,1,3,7,1
22689,4,4,2,12,1,8,2,1,4,8,1
22690,3,3,4,12,4,8,4,6,1,1,0
22691,2,5,4,7,2,11,3,3,1,9,0
22692,1,11,3,12,3,2,1,2,2,13,1
22693,3,13,4,4,1,3,2,12,4,10,0
22694,3,12,1,13,1,9,4,4,3,1,0
22695,4,7,1,10,1,11,2,6,4,1,0
22696,1,7,4,11,4,7,4,8,4,6,1
22697,2,13,1,10,3,8,3,3,1,8,1
22698,2,7,3,13,2,13,3,7,4,6,2
22699,1,10,1,4,3,6,1,3,3,7,0
22700,4,8,3,11,1,4,4,9,1,1,0
22701,1,9,4,2,4,9,3,6,4,5,1
22702,4,1,3,2,1,2,2,4,1,4,2
22703,4,11,3,13,4,9,2,13,1,13,3
22704,3,1,4,7,2,3,3,7,3,13,1
22705,3,7,4,8,1,4,3,9,4,11,0
22706,1,7,2,4,3,4,2,6,1,12,1
22707,1,10,4,13,1,13,3,9,4,8,1
22708,4,2,2,8,1,5,3,9,3,10,0
22709,1,4,1,10,4,12,1,9,3,1,0
22710,3,1,1,6,2,12,4,7,3,12,1
22711,1,3,3,8,4,7,2,13,2,12,0
22712,1,3,3,9,4,7,4,12,2,9,1
22713,1,4,3,4,1,5,2,4,3,6,3
22714,3,12,2,10,1,12,3,3,3,6,1
22715,3,5,1,1,4,1,4,3,3,6,1
22716,2,7,2,11,3,1,2,3,1,10,0
22717,1,1,2,7,4,12,3,5,3,1,1
22718,2,8,3,2,1,12,1,2,3,4,1
22719,1,7,1,11,2,2,2,13,4,8,0
22720,2,7,2,2,4,9,4,6,1,6,1
22721,4,11,2,11,1,2,1,1,2,12,1
22722,4,6,2,3,2,10,1,6,4,2,1
22723,2,3,3,9,3,7,2,7,1,7,3
22724,3,4,4,3,1,9,3,3,2,4,2
22725,4,10,3,13,1,4,1,8,1,12,0
22726,1,6,1,10,3,12,4,13,3,5,0
22727,2,4,2,2,2,7,4,1,1,1,1
22728,4,11,4,4,3,9,1,11,4,9,2
22729,4,6,3,1,4,2,4,13,3,7,0
22730,2,7,1,3,2,2,4,10,2,9,0
22731,2,1,3,7,4,2,3,5,4,9,0
22732,1,11,2,3,3,9,4,3,1,2,1
22733,4,6,3,4,3,11,2,1,2,11,1
22734,2,10,4,5,1,8,1,4,1,5,1
22735,2,7,1,9,1,5,4,4,4,1,0
22736,2,12,2,11,2,3,1,3,4,13,1
22737,1,10,2,12,3,4,3,3,2,13,0
22738,3,1,3,2,1,2,4,10,1,7,1
22739,4,6,1,10,3,3,1,1,4,1,1
22740,1,10,1,8,2,11,1,4,1,9,0
22741,4,4,1,9,3,2,1,5,1,12,0
22742,3,8,2,12,2,13,1,2,3,6,0
22743,1,11,3,13,4,8,4,1,3,6,0
22744,3,11,3,1,2,5,3,4,4,8,0
22745,3,3,2,12,4,4,1,10,2,3,1
22746,3,1,4,10,4,6,1,8,3,2,0
22747,3,5,3,6,2,4,2,13,1,13,1
22748,2,3,3,8,4,9,3,1,3,10,0
22749,4,6,4,13,2,7,1,8,2,6,1
22750,3,2,1,2,4,6,4,8,2,7,1
22751,2,12,3,10,3,7,3,3,2,4,0
22752,1,10,4,7,1,3,2,13,4,1,0
22753,2,6,2,10,3,2,2,4,2,7,0
22754,1,6,4,6,1,2,4,9,2,10,1
22755,3,12,4,2,4,10,3,10,1,12,2
22756,3,1,4,12,4,8,2,13,4,6,0
22757,1,6,2,4,2,13,1,2,3,10,0
22758,1,7,2,9,3,3,3,4,1,3,1
22759,2,11,1,1,3,9,4,1,2,1,3
22760,2,6,1,11,2,4,2,12,1,12,1
22761,3,1,4,9,1,9,3,9,4,4,3
22762,2,8,1,12,4,3,1,5,4,12,1
22763,1,9,4,7,1,13,1,11,3,5,0
22764,1,8,1,9,4,6,2,4,3,10,0
22765,1,6,2,5,3,11,2,9,4,10,0
22766,4,13,3,3,4,3,3,9,4,9,2
22767,4,10,2,9,4,13,4,9,2,1,1
22768,2,9,3,6,4,13,3,2,3,4,0
22769,1,10,3,10,2,4,1,3,4,5,1
22770,3,1,3,3,4,10,3,10,2,1,2
22771,3,1,2,1,4,10,1,4,4,1,3
22772,2,5,1,7,3,5,2,8,4,13,1
22773,1,8,1,7,4,13,4,6,4,8,1
22774,1,6,3,13,2,1,4,7,4,12,0
22775,1,10,1,7,3,11,4,10,3,3,1
22776,4,1,1,3,1,11,4,12,4,10,0
22777,4,6,4,10,4,7,1,5,4,5,1
22778,4,9,1,5,4,10,1,13,4,4,0
22779,4,12,2,5,2,12,3,3,1,3,2
22780,2,11,4,8,4,1,2,13,3,1,1
22781,4,2,1,7,4,9,2,7,1,5,1
22782,2,12,4,5,3,5,3,1,2,13,1
22783,1,10,2,9,2,2,1,8,3,3,0
22784,1,6,2,7,4,8,4,4,4,10,0
22785,2,1,1,2,4,9,2,13,1,6,0
22786,1,8,2,8,3,10,3,5,2,4,1
22787,4,3,3,12,1,1,3,10,2,4,0
22788,4,9,4,10,1,1,2,4,1,10,1
22789,2,11,1,10,2,5,1,8,3,6,0
22790,2,1,4,4,2,9,2,5,2,11,0
22791,4,9,3,11,1,11,2,2,1,1,1
22792,1,9,4,10,2,6,4,13,3,13,1
22793,3,8,4,11,1,9,3,5,4,1,0
22794,2,6,3,12,4,10,3,11,1,8,0
22795,2,12,2,7,3,3,2,4,2,2,0
22796,3,12,2,12,2,9,2,7,1,13,1
22797,1,13,2,7,1,5,2,10,1,11,0
22798,3,6,2,6,2,5,2,13,4,13,2
22799,3,10,3,3,4,1,4,7,2,7,1
22800,4,12,4,1,1,5,1,13,2,7,0
22801,1,5,2,7,1,4,2,1,4,13,0
22802,2,11,4,3,2,3,3,10,4,1,1
22803,1,13,1,4,1,6,4,11,4,5,0
22804,3,9,2,2,1,1,2,8,1,5,0
22805,4,1,2,1,1,2,3,4,3,10,1
22806,1,4,3,6,4,4,2,3,2,7,1
22807,4,1,3,12,3,6,1,5,1,7,0
22808,4,6,3,7,2,12,2,1,3,12,1
22809,4,11,2,1,3,4,2,9,2,10,0
22810,4,5,3,1,4,7,3,6,2,3,0
22811,3,12,3,6,2,1,4,5,2,8,0
22812,4,11,1,8,3,3,1,6,2,3,1
22813,1,7,1,3,1,1,2,3,4,13,1
22814,3,7,4,10,3,4,3,13,4,1,0
22815,4,13,2,11,1,2,4,6,4,5,0
22816,1,3,2,3,1,5,1,9,1,6,1
22817,2,6,2,3,2,7,2,5,1,7,1
22818,3,11,4,10,3,1,4,13,1,8,0
22819,3,6,3,11,3,7,2,7,2,8,1
22820,4,1,4,5,1,9,1,6,4,8,0
22821,1,10,1,2,1,1,3,10,4,2,2
22822,2,8,4,11,4,3,2,2,1,7,0
22823,3,4,4,11,3,10,3,7,2,11,1
22824,4,3,4,9,2,4,3,3,3,13,1
22825,1,1,3,11,4,13,3,1,3,6,1
22826,1,6,1,13,4,2,4,8,4,7,0
22827,3,2,2,7,2,2,2,10,1,6,1
22828,1,8,4,11,3,3,4,6,3,13,0
22829,3,5,4,9,2,11,4,5,4,4,1
22830,4,10,3,8,3,11,4,1,3,1,1
22831,4,13,4,2,1,3,4,4,2,12,0
22832,2,6,3,2,1,10,3,1,2,13,0
22833,4,8,4,2,2,4,4,5,4,12,0
22834,2,13,4,9,2,6,3,2,4,12,0
22835,4,13,1,6,4,1,3,7,1,13,1
22836,4,1,1,4,3,6,3,8,4,10,0
22837,2,5,3,8,3,11,2,9,1,2,0
22838,1,7,3,5,4,12,2,1,1,10,0
22839,4,13,3,10,3,5,4,3,4,11,0
22840,2,1,3,10,1,10,4,3,2,11,1
22841,2,5,1,11,4,10,1,10,1,4,1
22842,1,3,1,5,2,7,3,10,1,8,0
22843,3,3,2,11,4,6,1,13,4,11,1
22844,1,4,4,6,1,6,1,2,2,7,1
22845,2,1,4,11,2,6,4,8,4,4,0
22846,4,2,1,8,3,9,2,6,4,9,1
22847,4,7,1,7,2,6,3,11,3,6,2
22848,3,2,1,12,1,10,4,11,4,8,0
22849,4,10,3,11,3,10,2,12,1,1,1
22850,2,10,4,4,4,6,2,12,1,7,0
22851,4,10,3,1,2,13,4,2,4,7,0
22852,2,1,2,11,3,1,4,8,2,5,1
22853,3,1,2,7,1,8,4,8,3,2,1
22854,4,3,1,13,4,2,2,10,3,4,0
22855,3,8,2,8,1,12,3,7,4,2,1
22856,2,7,1,5,3,10,1,7,3,2,1
22857,4,7,3,3,3,4,3,13,3,2,0
22858,2,7,4,3,3,1,1,12,3,5,0
22859,2,11,3,12,1,8,4,3,2,4,0
22860,4,1,4,4,3,13,2,1,4,3,1
22861,3,1,1,6,3,11,2,12,4,11,1
22862,4,10,3,8,3,2,4,6,4,4,0
22863,2,12,2,13,1,3,3,5,3,8,0
22864,2,11,2,10,4,6,1,1,1,9,0
22865,1,8,3,5,2,8,2,4,4,6,1
22866,3,13,4,8,2,13,2,3,4,2,1
22867,2,11,3,2,4,2,1,5,2,8,1
22868,2,9,2,13,3,11,3,4,3,12,0
22869,3,10,1,13,2,1,4,4,1,4,1
22870,2,1,4,9,1,9,3,12,3,11,1
22871,1,11,2,3,1,5,4,13,3,5,1
22872,4,7,3,9,1,11,1,7,3,2,1
22873,1,4,4,7,4,6,1,6,1,3,1
22874,1,13,4,9,1,7,2,3,4,3,1
22875,4,12,3,5,2,6,3,3,3,9,0
22876,1,12,4,13,3,10,3,8,3,5,0
22877,3,2,4,8,4,9,3,8,1,2,2
22878,1,11,1,6,2,4,2,2,3,6,1
22879,1,7,4,7,1,9,1,3,4,2,1
22880,4,4,3,11,3,9,1,5,1,12,0
22881,4,3,1,6,3,9,1,12,2,5,0
22882,4,7,3,7,1,6,4,11,4,1,1
22883,2,5,3,9,2,13,3,11,2,8,0
22884,3,12,4,11,2,10,2,7,3,4,0
22885,3,13,3,8,3,11,1,13,3,9,1
22886,1,11,4,5,1,7,3,11,4,12,1
22887,3,5,4,10,3,3,2,3,3,10,2
22888,3,8,2,10,3,12,4,10,2,13,1
22889,1,3,2,7,3,10,2,5,4,4,0
22890,4,6,3,11,2,13,4,8,4,12,0
22891,1,8,4,9,4,3,3,8,2,13,1
22892,1,2,4,4,1,6,4,8,3,7,0
22893,2,10,4,13,4,6,1,9,1,6,1
22894,1,5,2,6,1,10,1,12,4,12,1
22895,1,2,1,7,2,13,1,11,3,12,0
22896,4,4,1,7,3,1,3,11,4,2,0
22897,4,8,4,3,2,3,3,8,3,9,2
22898,1,11,4,11,1,13,4,1,2,10,1
22899,1,7,1,6,4,7,1,5,1,11,1
22900,3,1,1,1,4,11,2,1,1,12,3
22901,3,4,4,12,2,2,1,13,2,9,0
22902,4,7,3,9,2,10,3,13,1,10,1
22903,1,1,4,10,1,2,1,3,1,10,1
22904,2,4,1,5,2,3,1,12,3,4,1
22905,3,11,4,4,4,12,2,10,3,1,0
22906,1,3,2,13,1,9,4,6,2,8,0
22907,2,3,2,6,1,2,2,12,4,1,0
22908,4,12,1,6,1,1,2,1,3,12,2
22909,2,8,4,8,4,13,4,12,2,7,1
22910,2,11,1,8,3,4,2,4,2,6,1
22911,2,1,2,2,4,9,4,1,1,8,1
22912,4,1,2,10,4,13,3,6,4,12,0
22913,2,1,3,13,3,10,2,4,3,7,0
22914,3,1,2,1,4,9,4,4,1,3,1
22915,1,13,2,3,2,8,4,9,4,5,0
22916,3,8,1,11,4,12,1,9,1,10,4
22917,1,8,1,13,4,7,2,10,3,9,0
22918,3,10,3,9,1,12,1,8,2,13,0
22919,1,8,3,2,4,9,2,2,4,4,1
22920,1,1,4,13,3,10,2,13,2,7,1
22921,4,6,2,6,4,4,4,10,3,1,1
22922,1,3,3,4,2,3,3,5,2,1,1
22923,2,4,1,8,4,11,1,9,3,4,1
22924,3,8,1,13,4,8,4,5,2,1,1
22925,4,2,2,13,2,8,4,11,2,12,0
22926,1,9,2,13,3,1,1,8,4,11,0
22927,4,8,2,7,3,2,1,11,2,9,0
22928,3,9,1,12,2,12,4,6,4,9,2
22929,3,12,4,12,4,8,3,4,3,3,1
22930,4,1,3,7,1,13,1,2,3,5,0
22931,1,12,2,8,4,10,2,9,3,4,0
22932,1,7,3,12,2,13,3,8,4,11,0
22933,4,2,3,7,3,6,2,13,1,10,0
22934,4,2,3,11,3,2,2,3,3,13,1
22935,2,1,1,11,4,9,3,6,3,9,1
22936,4,5,2,10,1,7,1,11,1,10,1
22937,2,6,4,12,3,8,2,3,4,2,0
22938,4,12,2,13,3,2,2,5,1,12,1
22939,3,7,3,13,1,2,2,12,3,11,0
22940,1,5,2,1,1,9,4,1,4,10,1
22941,2,2,4,5,1,6,2,12,2,8,0
22942,3,6,2,11,2,1,2,12,3,12,1
22943,1,8,1,3,3,9,1,2,2,4,0
22944,4,8,1,1,2,8,4,10,2,5,1
22945,1,10,2,4,4,13,2,9,3,7,0
22946,3,9,4,7,1,2,1,6,2,5,0
22947,4,1,1,9,1,2,1,10,2,12,0
22948,3,10,2,11,2,5,3,3,2,13,0
22949,1,5,2,5,1,8,1,10,2,9,1
22950,3,13,2,13,1,8,4,5,1,13,3
22951,2,5,2,6,1,2,2,13,3,8,0
22952,3,4,3,13,4,1,3,10,4,11,0
22953,1,11,1,12,2,5,4,8,1,3,0
22954,2,12,1,10,3,3,2,11,1,3,1
22955,2,9,2,2,2,5,2,3,3,6,0
22956,2,8,4,9,4,10,1,2,1,12,0
22957,1,1,3,2,4,13,1,2,3,13,2
22958,2,10,3,7,1,7,1,10,3,12,2
22959,3,1,1,5,1,2,3,6,2,1,1
22960,4,5,2,7,1,1,4,11,2,1,1
22961,4,2,4,8,4,5,3,1,3,10,0
22962,2,1,3,12,2,7,4,6,2,6,1
22963,4,4,2,10,4,3,3,7,4,10,1
22964,2,13,1,10,4,5,2,10,1,2,1
22965,1,11,4,9,2,10,2,8,1,6,0
22966,1,9,3,9,4,8,3,3,2,6,1
22967,1,10,4,5,4,1,4,9,4,10,1
22968,2,4,2,2,2,7,3,5,2,5,1
22969,3,9,3,11,1,8,2,3,1,4,0
22970,2,9,4,11,3,2,2,1,1,8,0
22971,4,2,2,9,3,8,1,8,2,4,1
22972,2,9,4,13,3,5,4,11,1,7,0
22973,3,9,3,2,1,5,4,8,4,7,0
22974,1,6,4,11,4,4,3,7,4,13,0
22975,4,7,1,8,4,9,3,1,3,3,0
22976,2,9,1,7,1,3,3,11,3,5,0
22977,4,12,4,5,3,5,3,4,4,7,1
22978,3,7,4,8,2,5,1,11,2,7,1
22979,4,5,4,1,2,3,4,12,3,8,0
22980,3,8,3,5,2,3,3,4,2,12,0
22981,4,8,1,7,2,1,2,8,1,12,1
22982,2,3,4,5,3,6,4,4,1,8,0
22983,3,1,3,12,1,12,1,13,1,10,1
22984,1,3,4,1,4,10,3,5,1,7,0
22985,2,10,4,10,1,12,1,9,3,8,1
22986,2,12,3,12,1,3,2,6,2,5,1
22987,3,12,4,3,3,10,1,2,1,1,0
22988,1,13,1,10,2,11,1,5,4,3,0
22989,3,7,4,3,3,4,3,11,1,3,1
22990,3,2,1,5,2,5,3,13,1,4,1
22991,3,8,1,13,2,2,3,7,2,9,0
22992,4,6,2,4,2,1,4,1,3,9,1
22993,3,11,4,8,3,1,2,10,1,12,0
22994,2,10,2,3,3,7,2,13,1,9,0
22995,3,13,1,4,2,10,2,6,4,8,0
22996,4,11,2,13,4,7,1,7,2,1,1
22997,3,11,2,10,1,5,4,10,2,6,1
22998,3,9,4,7,2,13,3,2,1,1,0
22999,1,10,4,1,1,11,3,2,3,1,1
23000,2,3,1,11,2,11,1,2,1,1,1
23001,4,1,3,13,2,8,3,11,3,10,0
23002,3,12,1,6,3,2,3,7,2,6,1
23003,2,9,3,13,1,9,4,7,3,10,1
23004,1,1,2,11,1,13,2,12,4,12,1
23005,1,5,3,12,1,3,1,11,2,10,0
23006,4,1,2,7,2,5,4,7,3,2,1
23007,4,7,3,4,4,1,1,13,1,4,1
23008,1,10,3,1,1,6,4,4,1,7,0
23009,3,2,4,8,2,4,4,4,1,8,2
23010,3,5,1,4,4,13,2,1,2,7,0
23011,1,10,1,13,1,9,4,7,2,5,0
23012,2,12,4,12,4,13,1,10,3,13,2
23013,4,13,3,10,2,3,1,10,1,13,2
23014,3,10,4,10,4,12,2,1,1,9,1
23015,1,12,1,6,2,6,2,8,3,5,1
23016,4,3,1,9,1,12,3,5,1,2,0
23017,3,2,1,2,2,12,2,10,3,8,1
23018,2,4,3,6,4,6,2,13,3,3,1
23019,1,13,4,5,4,7,1,11,3,5,1
23020,2,5,4,11,4,12,2,13,4,5,1
23021,1,9,4,12,2,11,3,3,1,11,1
23022,2,13,1,2,1,3,2,5,4,2,1
23023,2,5,4,12,1,4,1,5,4,10,1
23024,4,9,3,13,2,3,2,9,1,10,1
23025,3,11,3,7,1,8,1,3,2,7,1
23026,4,7,3,13,1,7,3,11,4,10,1
23027,3,4,3,12,3,11,4,13,2,5,0
23028,1,5,2,6,1,1,4,13,1,6,1
23029,1,10,3,12,2,3,2,2,3,11,0
23030,2,3,3,4,1,5,2,11,3,2,0
23031,1,1,4,13,2,2,2,9,3,13,1
23032,1,2,4,5,4,1,3,6,2,8,0
23033,2,7,2,2,1,11,3,6,1,3,0
23034,1,5,3,4,1,7,4,11,2,11,1
23035,4,12,3,7,4,7,4,8,1,8,2
23036,1,4,2,3,2,8,3,3,3,9,1
23037,1,3,1,1,2,8,2,10,4,10,1
23038,4,5,1,12,3,4,1,8,2,13,0
23039,4,2,3,5,4,4,3,8,4,1,0
23040,3,9,4,7,3,2,2,12,3,4,0
23041,2,4,2,3,4,1,3,5,1,7,0
23042,3,5,2,8,1,8,3,13,4,8,3
23043,2,2,2,3,3,3,2,1,2,7,1
23044,2,2,2,13,4,9,1,1,3,6,0
23045,4,2,4,13,3,5,4,5,4,8,1
23046,3,7,4,8,2,3,2,5,1,2,0
23047,2,6,1,9,3,12,4,13,2,9,1
23048,4,8,1,5,2,9,2,3,4,11,0
23049,4,9,2,4,3,8,4,12,2,5,0
23050,1,11,3,2,1,5,3,13,2,11,1
23051,4,4,1,11,3,10,3,5,2,2,0
23052,4,9,3,5,3,4,2,11,1,1,0
23053,1,9,3,9,1,6,1,11,2,11,2
23054,4,2,2,2,4,3,2,12,2,11,1
23055,4,9,3,4,4,3,1,5,3,9,1
23056,4,3,2,10,1,4,1,13,4,12,0
23057,2,12,1,12,3,9,3,10,2,5,1
23058,1,7,3,12,1,13,4,8,4,9,0
23059,3,12,2,11,3,6,4,9,2,13,0
23060,3,5,4,6,4,8,1,4,3,4,1
23061,3,5,1,10,1,3,4,3,2,8,1
23062,2,13,3,11,1,2,2,7,3,7,1
23063,3,9,3,13,3,4,4,8,4,2,0
23064,2,6,4,2,3,12,3,7,4,7,1
23065,3,12,4,7,1,5,2,12,2,10,1
23066,3,11,1,8,1,1,2,6,2,11,1
23067,3,7,4,2,1,10,2,13,2,5,0
23068,4,12,3,9,3,13,2,3,1,1,0
23069,1,9,4,8,3,13,4,4,4,13,1
23070,4,13,4,1,4,6,3,1,4,12,1
23071,3,5,3,4,1,8,3,8,2,6,1
23072,1,3,1,2,2,5,2,3,3,13,1
23073,2,4,2,9,1,11,4,13,3,6,0
23074,3,8,1,9,1,13,3,13,4,11,1
23075,2,10,2,5,2,9,2,13,1,9,1
23076,2,5,3,6,4,13,2,12,4,9,0
23077,3,13,4,8,4,2,3,11,1,13,1
23078,1,12,3,4,2,2,1,8,2,13,0
23079,1,4,3,9,1,13,3,13,2,2,1
23080,1,2,3,10,2,6,3,13,2,2,1
23081,3,5,1,7,1,13,4,1,1,11,0
23082,1,11,2,12,1,3,2,7,2,4,0
23083,1,1,2,8,4,13,4,5,2,6,0
23084,2,11,1,6,3,10,1,1,2,13,0
23085,1,12,2,5,2,7,2,11,3,4,0
23086,2,1,3,5,4,6,4,3,3,10,0
23087,4,10,2,13,2,6,1,12,1,9,0
23088,1,3,1,12,2,13,4,7,2,7,1
23089,2,2,1,9,4,3,2,3,2,11,1
23090,3,8,1,6,2,7,4,4,4,5,4
23091,2,4,1,5,1,8,2,9,4,6,0
23092,2,1,3,13,3,11,1,9,3,4,0
23093,4,8,1,10,3,4,4,9,1,13,0
23094,1,5,1,1,2,5,3,6,4,12,1
23095,2,12,2,7,2,5,4,3,3,1,0
23096,4,4,3,12,2,12,3,10,4,8,1
23097,3,3,2,13,2,5,3,12,2,3,1
23098,3,3,4,11,1,5,2,8,3,12,0
23099,2,9,2,11,2,8,3,13,1,7,0
23100,1,12,2,6,2,11,3,13,3,10,0
23101,1,2,4,6,1,6,4,4,3,8,1
23102,2,2,1,5,2,6,1,8,1,1,0
23103,3,1,1,2,3,2,2,7,2,3,1
23104,1,7,4,2,1,12,4,10,2,10,1
23105,1,4,4,6,4,7,4,9,2,4,1
23106,3,8,4,10,4,2,4,6,4,9,0
23107,3,10,3,2,4,3,3,8,2,5,0
23108,1,5,2,2,3,7,4,5,2,5,3
23109,2,6,1,11,4,1,2,12,4,7,0
23110,1,3,3,5,1,12,4,12,1,6,1
23111,4,3,3,2,2,4,3,3,2,10,1
23112,3,2,1,7,3,10,1,3,3,6,0
23113,1,5,1,7,2,10,2,6,3,8,0
23114,2,5,3,11,1,10,2,3,3,12,0
23115,1,13,2,12,3,10,3,2,2,7,0
23116,3,1,4,9,1,3,4,10,1,6,0
23117,4,12,2,5,2,3,2,1,4,5,1
23118,1,9,2,5,1,4,4,7,4,9,1
23119,2,5,2,4,1,12,2,13,4,4,1
23120,4,1,4,5,1,13,1,12,4,7,0
23121,4,8,2,6,1,7,3,4,4,10,0
23122,4,2,1,9,1,11,4,9,3,13,1
23123,2,5,4,11,2,3,3,2,1,4,0
23124,1,9,2,1,4,13,4,10,2,9,1
23125,1,7,4,9,2,10,2,3,3,6,0
23126,2,4,1,1,3,7,2,1,1,8,1
23127,4,13,2,11,1,12,2,3,3,6,0
23128,3,4,2,8,1,11,3,8,1,6,1
23129,1,9,3,3,1,7,1,12,1,5,0
23130,3,7,2,9,2,7,1,13,1,8,1
23131,1,3,3,5,4,13,3,7,4,2,0
23132,2,12,3,1,4,13,2,10,4,4,0
23133,2,1,1,11,3,10,4,12,3,1,1
23134,1,9,1,1,3,9,1,2,2,13,1
23135,1,5,3,8,1,2,3,5,4,6,1
23136,2,7,4,11,4,12,3,1,4,2,0
23137,3,4,4,3,3,7,4,4,1,6,1
23138,2,8,3,5,2,13,2,4,3,9,0
23139,4,6,3,3,3,11,4,13,4,3,1
23140,1,5,4,13,2,13,1,3,1,4,1
23141,1,7,3,7,3,9,3,10,4,6,1
23142,1,2,2,6,1,9,1,3,2,10,0
23143,1,13,4,8,4,12,4,3,1,2,0
23144,2,10,3,9,4,12,4,3,3,6,0
23145,2,11,2,5,1,10,1,3,1,4,0
23146,2,13,4,1,1,8,4,10,3,9,0
23147,3,7,1,12,3,11,1,5,1,10,0
23148,4,6,1,4,4,10,3,13,2,8,0
23149,1,3,1,1,2,6,4,5,1,13,0
23150,1,11,4,2,1,1,2,4,3,1,1
23151,1,13,4,6,2,3,1,6,3,12,1
23152,4,1,1,11,1,5,3,3,1,6,0
23153,3,8,1,6,4,11,4,2,1,9,0
23154,4,1,2,5,2,11,1,5,1,13,1
23155,3,1,1,8,1,11,2,13,2,1,1
23156,2,9,1,8,3,11,4,2,1,10,0
23157,2,2,3,4,2,10,4,1,2,3,0
23158,4,5,1,2,2,2,3,11,3,5,2
23159,1,4,3,7,2,10,1,1,3,4,1
23160,2,12,3,3,4,8,3,5,2,6,0
23161,2,7,4,2,2,2,3,3,1,11,1
23162,3,13,1,12,1,6,3,5,4,13,1
23163,1,6,4,2,2,7,1,8,3,12,0
23164,3,4,4,11,2,4,4,10,2,3,1
23165,3,3,1,10,4,13,4,11,3,10,1
23166,3,3,1,10,1,11,2,6,1,9,0
23167,1,7,2,1,2,12,2,5,1,3,0
23168,4,9,2,9,1,13,2,6,1,2,1
23169,2,11,3,12,1,12,4,4,4,5,1
23170,3,5,1,10,1,13,4,2,2,3,0
23171,3,5,4,4,2,1,2,12,3,12,1
23172,1,6,4,4,4,2,4,10,4,13,0
23173,3,7,3,11,4,11,2,1,4,4,1
23174,3,2,1,5,3,13,3,7,4,2,1
23175,2,10,4,13,3,6,2,7,4,6,1
23176,2,8,3,2,3,12,4,2,2,1,1
23177,2,2,2,5,2,6,4,4,4,11,0
23178,2,12,2,13,3,10,1,11,3,11,1
23179,1,7,1,8,4,12,4,8,4,5,1
23180,2,7,1,4,4,13,4,8,3,7,1
23181,1,8,3,3,1,4,2,9,1,3,1
23182,2,10,4,11,4,5,3,12,3,9,0
23183,1,6,4,13,1,5,4,12,4,5,1
23184,2,13,1,11,3,7,2,2,4,8,0
23185,2,6,1,7,2,8,4,11,3,2,0
23186,4,1,2,10,1,5,4,2,1,9,0
23187,2,5,2,9,4,7,1,9,3,8,1
23188,2,6,3,12,1,9,4,3,3,6,1
23189,2,11,1,8,3,10,1,12,4,3,0
23190,3,11,1,9,2,2,1,11,3,12,1
23191,4,6,3,10,3,12,4,9,3,4,0
